,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
998,2024-03-04 09:15:04,1.0,E4,route_E4_A18,3,2024-03-04 09:15:01
780,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
1007,2024-03-04 09:15:07,1.0,E4,route_E4_A16,3,2024-03-04 09:15:04
383,2024-03-04 09:15:23,1.0,E22,route_E22_A1,0,2024-03-04 09:15:23
46,2024-03-04 09:15:27,1.0,E7,route_E7_A16,2,2024-03-04 09:15:25
573,2024-03-04 09:15:28,1.0,E12,route_E12_A18,3,2024-03-04 09:15:25
378,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
384,2024-03-04 09:15:27,1.0,E22,route_E22_A7,0,2024-03-04 09:15:27
1130,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
45,2024-03-04 09:15:30,1.0,E7,route_E7_A7,2,2024-03-04 09:15:28
385,2024-03-04 09:15:29,1.0,E22,route_E22_A1,0,2024-03-04 09:15:29
1148,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
1147,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
386,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
1146,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
1145,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
388,2024-03-04 09:15:41,1.0,E22,route_E22_A2,0,2024-03-04 09:15:41
402,2024-03-04 09:15:47,1.0,E22,route_E22_A2,0,2024-03-04 09:15:47
997,2024-03-04 09:15:51,1.0,E4,route_E4_A18,3,2024-03-04 09:15:48
985,2024-03-04 09:15:53,1.0,E4,route_E4_A7,3,2024-03-04 09:15:50
977,2024-03-04 09:15:56,1.0,E4,route_E4_A7,3,2024-03-04 09:15:53
389,2024-03-04 09:15:54,1.0,E22,route_E22_A2,0,2024-03-04 09:15:54
978,2024-03-04 09:15:59,1.0,E4,route_E4_A16,3,2024-03-04 09:15:56
390,2024-03-04 09:15:57,1.0,E22,route_E22_A2,0,2024-03-04 09:15:57
979,2024-03-04 09:16:03,1.0,E4,route_E4_A16,3,2024-03-04 09:16:00
377,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
980,2024-03-04 09:16:05,1.0,E4,route_E4_A7,3,2024-03-04 09:16:02
391,2024-03-04 09:16:02,1.0,E22,route_E22_A2,0,2024-03-04 09:16:02
392,2024-03-04 09:16:04,1.0,E22,route_E22_A1,0,2024-03-04 09:16:04
981,2024-03-04 09:16:08,1.0,E4,route_E4_A16,3,2024-03-04 09:16:05
393,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
982,2024-03-04 09:16:14,1.0,E4,route_E4_A7,3,2024-03-04 09:16:11
394,2024-03-04 09:16:12,1.0,E22,route_E22_A2,0,2024-03-04 09:16:12
1339,2024-03-04 09:16:21,1.0,E24,route_E24_A2,9,2024-03-04 09:16:12
983,2024-03-04 09:16:16,1.0,E4,route_E4_A7,3,2024-03-04 09:16:13
395,2024-03-04 09:16:14,1.0,E22,route_E22_A2,0,2024-03-04 09:16:14
1343,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
708,2024-03-04 09:16:17,1.0,E11,route_E11_A7,2,2024-03-04 09:16:15
1338,2024-03-04 09:16:24,1.0,E24,route_E24_A6,9,2024-03-04 09:16:15
1344,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
396,2024-03-04 09:16:17,1.0,E22,route_E22_A1,0,2024-03-04 09:16:17
397,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
1345,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
1337,2024-03-04 09:16:27,1.0,E24,route_E24_A2,9,2024-03-04 09:16:18
1346,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
398,2024-03-04 09:16:21,1.0,E22,route_E22_A6,0,2024-03-04 09:16:21
1347,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
1336,2024-03-04 09:16:32,1.0,E24,route_E24_A2,9,2024-03-04 09:16:23
1348,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
984,2024-03-04 09:16:30,1.0,E4,route_E4_A15,3,2024-03-04 09:16:27
774,2024-03-04 09:16:30,1.0,E9,route_E9_A6,3,2024-03-04 09:16:27
779,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
1370,2024-03-04 09:16:33,1.0,E3,route_E3_A1,3,2024-03-04 09:16:30
986,2024-03-04 09:16:36,1.0,E4,route_E4_A18,3,2024-03-04 09:16:33
995,2024-03-04 09:16:39,1.0,E4,route_E4_A16,3,2024-03-04 09:16:36
987,2024-03-04 09:16:41,1.0,E4,route_E4_A7,3,2024-03-04 09:16:38
557,2024-03-04 09:16:45,1.0,E13,route_E13_A1,4,2024-03-04 09:16:41
572,2024-03-04 09:16:46,1.0,E12,route_E12_A8,3,2024-03-04 09:16:43
