,Datetime,n_spawn,entrance,route,spawn_delay,Adjusted_Datetime
229,2024-03-04 09:15:04,1.0,E4,route_E4_A7,3,2024-03-04 09:15:01
158,2024-03-04 09:15:05,1.0,E10,route_E10_A5,1,2024-03-04 09:15:04
230,2024-03-04 09:15:07,1.0,E4,route_E4_A7,3,2024-03-04 09:15:04
296,2024-03-04 09:15:23,1.0,E22,route_E22_A2,0,2024-03-04 09:15:23
440,2024-03-04 09:15:27,1.0,E7,route_E7_A16,2,2024-03-04 09:15:25
196,2024-03-04 09:15:28,1.0,E12,route_E12_A18,3,2024-03-04 09:15:25
292,2024-03-04 09:15:30,1.0,E5,route_E5_A3,4,2024-03-04 09:15:26
303,2024-03-04 09:15:27,1.0,E22,route_E22_A1,0,2024-03-04 09:15:27
186,2024-03-04 09:15:28,1.0,E2,route_E2_A3,0,2024-03-04 09:15:28
433,2024-03-04 09:15:30,1.0,E7,route_E7_A18,2,2024-03-04 09:15:28
297,2024-03-04 09:15:29,1.0,E22,route_E22_A7,0,2024-03-04 09:15:29
187,2024-03-04 09:15:30,1.0,E2,route_E2_A3,0,2024-03-04 09:15:30
188,2024-03-04 09:15:33,1.0,E2,route_E2_A3,0,2024-03-04 09:15:33
298,2024-03-04 09:15:34,1.0,E22,route_E22_A2,0,2024-03-04 09:15:34
189,2024-03-04 09:15:35,1.0,E2,route_E2_A3,0,2024-03-04 09:15:35
184,2024-03-04 09:15:38,1.0,E2,route_E2_A3,0,2024-03-04 09:15:38
299,2024-03-04 09:15:41,1.0,E22,route_E22_A2,0,2024-03-04 09:15:41
300,2024-03-04 09:15:47,1.0,E22,route_E22_A7,0,2024-03-04 09:15:47
231,2024-03-04 09:15:51,1.0,E4,route_E4_A7,3,2024-03-04 09:15:48
232,2024-03-04 09:15:53,1.0,E4,route_E4_A16,3,2024-03-04 09:15:50
233,2024-03-04 09:15:56,1.0,E4,route_E4_A7,3,2024-03-04 09:15:53
301,2024-03-04 09:15:54,1.0,E22,route_E22_A1,0,2024-03-04 09:15:54
250,2024-03-04 09:15:59,1.0,E4,route_E4_A16,3,2024-03-04 09:15:56
302,2024-03-04 09:15:57,1.0,E22,route_E22_A2,0,2024-03-04 09:15:57
234,2024-03-04 09:16:03,1.0,E4,route_E4_A7,3,2024-03-04 09:16:00
291,2024-03-04 09:16:06,1.0,E5,route_E5_A3,4,2024-03-04 09:16:02
253,2024-03-04 09:16:05,1.0,E4,route_E4_A7,3,2024-03-04 09:16:02
288,2024-03-04 09:16:02,1.0,E22,route_E22_A2,0,2024-03-04 09:16:02
295,2024-03-04 09:16:04,1.0,E22,route_E22_A7,0,2024-03-04 09:16:04
254,2024-03-04 09:16:08,1.0,E4,route_E4_A16,3,2024-03-04 09:16:05
287,2024-03-04 09:16:09,1.0,E22,route_E22_A2,0,2024-03-04 09:16:09
255,2024-03-04 09:16:14,1.0,E4,route_E4_A18,3,2024-03-04 09:16:11
277,2024-03-04 09:16:12,1.0,E22,route_E22_A7,0,2024-03-04 09:16:12
121,2024-03-04 09:16:21,1.0,E24,route_E24_A6,9,2024-03-04 09:16:12
256,2024-03-04 09:16:16,1.0,E4,route_E4_A18,3,2024-03-04 09:16:13
271,2024-03-04 09:16:14,1.0,E22,route_E22_A7,0,2024-03-04 09:16:14
39,2024-03-04 09:16:18,1.0,E3,route_E3_A1,3,2024-03-04 09:16:15
151,2024-03-04 09:16:17,1.0,E11,route_E11_A7,2,2024-03-04 09:16:15
120,2024-03-04 09:16:24,1.0,E24,route_E24_A2,9,2024-03-04 09:16:15
470,2024-03-04 09:16:19,1.0,E3,route_E3_A1,3,2024-03-04 09:16:16
272,2024-03-04 09:16:17,1.0,E22,route_E22_A7,0,2024-03-04 09:16:17
273,2024-03-04 09:16:18,1.0,E22,route_E22_A2,0,2024-03-04 09:16:18
58,2024-03-04 09:16:21,1.0,E3,route_E3_A1,3,2024-03-04 09:16:18
118,2024-03-04 09:16:27,1.0,E24,route_E24_A2,9,2024-03-04 09:16:18
59,2024-03-04 09:16:23,1.0,E3,route_E3_A1,3,2024-03-04 09:16:20
274,2024-03-04 09:16:21,1.0,E22,route_E22_A2,0,2024-03-04 09:16:21
60,2024-03-04 09:16:25,1.0,E3,route_E3_A1,3,2024-03-04 09:16:22
117,2024-03-04 09:16:32,1.0,E24,route_E24_A6,9,2024-03-04 09:16:23
61,2024-03-04 09:16:27,1.0,E3,route_E3_A1,3,2024-03-04 09:16:24
257,2024-03-04 09:16:30,1.0,E4,route_E4_A16,3,2024-03-04 09:16:27
144,2024-03-04 09:16:30,1.0,E9,route_E9_A2,3,2024-03-04 09:16:27
157,2024-03-04 09:16:29,1.0,E10,route_E10_A5,1,2024-03-04 09:16:28
62,2024-03-04 09:16:33,1.0,E3,route_E3_A1,3,2024-03-04 09:16:30
258,2024-03-04 09:16:36,1.0,E4,route_E4_A7,3,2024-03-04 09:16:33
260,2024-03-04 09:16:39,1.0,E4,route_E4_A7,3,2024-03-04 09:16:36
267,2024-03-04 09:16:41,1.0,E4,route_E4_A18,3,2024-03-04 09:16:38
471,2024-03-04 09:16:45,1.0,E13,route_E13_A2,4,2024-03-04 09:16:41
195,2024-03-04 09:16:46,1.0,E12,route_E12_A18,3,2024-03-04 09:16:43
472,2024-03-04 09:16:47,1.0,E13,route_E13_A2,4,2024-03-04 09:16:43
473,2024-03-04 09:16:48,1.0,E13,route_E13_A2,4,2024-03-04 09:16:44
474,2024-03-04 09:16:50,1.0,E13,route_E13_A2,4,2024-03-04 09:16:46
475,2024-03-04 09:16:52,1.0,E13,route_E13_A2,4,2024-03-04 09:16:48
476,2024-03-04 09:16:54,1.0,E13,route_E13_A5,4,2024-03-04 09:16:50
290,2024-03-04 09:16:58,1.0,E5,route_E5_A3,4,2024-03-04 09:16:54
452,2024-03-04 09:16:57,1.0,E6,route_E6_A2,2,2024-03-04 09:16:55
447,2024-03-04 09:16:58,1.0,E7,route_E7_A16,2,2024-03-04 09:16:56
275,2024-03-04 09:16:59,1.0,E22,route_E22_A2,0,2024-03-04 09:16:59
460,2024-03-04 09:17:01,1.0,E6,route_E6_A2,2,2024-03-04 09:16:59
446,2024-03-04 09:17:02,1.0,E7,route_E7_A18,2,2024-03-04 09:17:00
276,2024-03-04 09:17:02,1.0,E22,route_E22_A7,0,2024-03-04 09:17:02
